token_custom_plus	2.0.x:102;8.x-1.x:20
ajax_debug	2.0.x:20
autoalt	2.0.x:7
required_if_filled	1.2.x:1
turnstile	1.1.x:6845;7.x-1.x:161
depcalc	8.x-1.x:1245
search_api_elasticsearchkit_proxy	1.0.x:3
default_content	2.0.x:25467;8.x-1.x:1323
ckeditor_texttransform	8.x-1.x:4;8.x-2.x:68
checkall_widget	1.0.x:64
envoke	1.0.x:4
ckeditor5_fullscreen	1.0.x:3858
views_filter_not_front	1.0.x:316
ept_columns	1.4.x:139
encrypt_vault_transit	2.0.x:1
selective_better_exposed_filters	3.0.x:18931;3.1.x:7;3.x:7;8.x-1.x:66;8.x-2.x:748
cision	1.0.x:4
multiple_selects	7.x-1.x:1475;8.x-1.x:4808
entity_type_clone	3.0.x:95;4.0.x:4085;8.x-1.x:1182;8.x-2.x:51
bcc	4.0.x:149;6.x-1.x:1;7.x-1.x:30;7.x-2.x:99;8.x-3.x:13
artisan	1.0.x:3;1.1.x:2;1.3.x:48;2.0.x:118
views_entity_link	1.1.x:51
instapage	3.1.x:19;7.x-1.x:1;7.x-2.x:5
group_notification	1.0.x:11
commerce_dps	2.0.x:5;7.x-1.x:11
hide_revision_field	8.x-1.x:53;8.x-2.x:7874
azure_mailer	1.0.x:4;2.0.x:433
acquia_purge_varnish	2.0.x:131;3.0.x:11;8.x-1.x:1
dempo	1.0.x:5;2.0.x:23;3.0.x:2;3.1.x:3;4.0.x:48
webform_newsletter2go	2.0.x:11;8.x-1.x:15
entity_confirmation	1.0.x:13
static_content_type	1.0.x:1
tcmb	4.1.x:1
paragraphs_summary	1.0.x:4;1.1.x:12;1.2.x:481;7.x-1.x:26
better_status_messages	2.0.x:45;8.x-1.x:7
eca_entity_share	1.0.x:2;2.0.x:17
simple_wt_metatags	1.0.x:10;1.1.x:7
entity_sync	5.0.x:7
straw	2.0.x:805;8.x-1.x:361
paragraphs_tabs_widget	1.0.x:77;2.0.x:36
rest_register_verify_email	8.x-1.x:66;8.x-2.x:1
ephoto_dam	8.x-3.x:4;8.x-5.x:11
material_icons	1.0.x:80;2.0.x:2248
menu_link_content_visibility	2.0.x:592;3.0.x:112;8.x-1.x:49
drush_pre_deploy	1.0.x:2;1.1.x:10;1.2.x:218
twigjs	2.0.x:84;8.x-1.x:5
modules_list	1.0.x:16
ckeditor5_sup_fix	1.0.x:8
composer_deploy	8.x-1.x:5756
layout_builder_tabs	1.0.x:1260
autocomplete_field_match	8.x-1.x:13
ck5_csv_to_table	1.0.x:1
services_env_parameter	8.x-1.x:56
media_fotoweb	2.0.x:13
wisski_base_theme	1.0.x:5
ckeditor_glossary	1.1.x:4
schemadotorg_starterkit_organization	1.0.x:1
confirm_leave	8.x-1.x:219
league_oauth_login_bitbucket	8.x-1.x:1
admin_login_path	2.0.x:481;8.x-1.x:106
reference_blocked_users	1.0.x:346
media_entity_download_count	1.0.x:87
feeds_fetcher_post	1.0.x:1;1.2.x:74;2.0.x:65
environment_indicator_header	1.0.x:8
roleassign	2.0.x:9945;5.x-1.x:2;6.x-1.x:28;7.x-1.x:2406;8.x-1.x:951
file_field_replace	3.0.x:652;3.x:1;8.x-1.x:18;8.x-2.x:20
entity_form_mode	2.0.x:182;8.x-1.x:4
instagram_feeds	2.0.x:112;7.x-1.x:41;8.x-1.x:42
webform_mautic	2.0.x:151;8.x-1.x:28
d8_recaptcha_v3	3.0.x:75;8.x-1.x:32;8.x-2.x:1
backfill_formatter	2.0.x:21
tailwind_merge_classes	1.0.x:7;2.1.x:14;2.2.x:38
augmentor	1.0.x:3;1.1.x:9;1.2.x:85
computed_token_field	1.0.x:11
microformats	2.0.x:10
chat_messenger	1.0.x:6
authenticate_by_mail	1.1.x:5
bcvb	1.0.x:2
sdb	2.0.x:1
openapi_ui	8.x-1.x:8255
allow_iframed_site	3.0.x:1276;8.x-1.x:28;8.x-2.x:54
permission_turbo	1.0.x:51
revision_menu_trail	1.0.x:33
dependent_country_state	1.0.x:8
vartheme_claro	2.0.x:4;2.1.x:20;3.0.x:305;4.0.x:4;8.1.x:27
log_cache_tags	1.0.x:10;2.0.x:2;3.0.x:1
domain_simple_sitemap	3.0.x:1552;8.x-2.x:65
redirect_extensions	3.1.x:252
block_ajax	3.0.x:220;8.x-2.x:9
tmgmt_smartcat	1.0.x:63
commerce_worldpay	7.x-1.x:31;8.x-1.x:3;8.x-2.x:40
recreate_block_content	3.0.x:9104;8.x-1.x:17;8.x-2.x:794
disable_ui	1.0.x:43
chathive	1.0.x:7
allowed_formats	2.0.x:3853;3.0.x:39264;8.x-1.x:5667
site_studio_wistia_video	1.0.x:31
pagedesigner_view_modes_display	1.0.x:10
get_url	1.0.x:9;1.1.x:9
autocomplete_flexible	1.1.x:3
commerce_mangopay_dpi	8.x-1.x:1;8.x-2.x:6
drutopia_article	8.x-1.x:8
menu_entity_index	8.x-1.x:1882
taxonomy_bulk_actions	1.0.x:535
link_fix_absolute_urls	1.0.x:117
handsontable_yml_webform	8.x-1.x:16
panels_breadcrumbs	7.x-1.x:11;7.x-2.x:2956
services	5.0.x:3045;5.x:8;5.x-1.x:5;7.x-3.x:10841;8.x-4.x:637
entity_access_password	1.0.x:43;1.1.x:267;2.0.x:27
analog_digital_clock	10.1.x:30;8.x-1.x:1;8.x-2.x:6;9.1.x:4
translation_alias	1.0.x:12
iframe_consent	1.0.x:6
helpdesk_gitlab	1.0.x:5
kart	1.0.x:184
cocoen_beforeafter	8.x-1.x:175
another_entity_iterator	1.0.x:21
block_visibility_conditions	2.0.x:6;2.1.x:319;2.2.x:1773;8.x-1.x:121
phonenumber	1.0.x:244
usercentrics	1.0.x:113;7.x-1.x:3
webform_publish	1.0.x:8
entity_clone_simple_sitemap	1.0.x:4
multiselect	2.0.x:2256;2.x:4;5.x-1.x:1;5.x-2.x:2;6.x-1.x:94;7.x-1.x:1729;8.x-1.x:363
remove_reset_password	1.0.x:556
anime	1.0.x:83
views_area_custom_block	1.0.x:22
cronkeychange	2.0.x:700;7.x-1.x:68;8.x-1.x:2
email_change_verification	1.0.x:85;1.x:3
youtubeapi	2.0.x:15;8.x-1.x:5
sitedash	1.0.x:5
mobile_number_login_otp	1.0.x:3
social_post_mastodon	3.0.x:1
unused_modules	6.x-1.x:4;7.x-1.x:966;8.x-1.x:1249
stripe_webform	2.0.x:459;8.x-1.x:62
condition_pack	2.0.x:22
sector_layout	1.0.x:19
fits	8.x-1.x:5
google_credentials	1.0.x:5
hashicorp_vault_secrets	1.0.x:5
bigcommerce	2.0.x:4
simplenews	3.0.x:4502;3.x:196;4.0.x:1256;4.1.x:7006;4.x:12;5.x-1.x:14;6.x-1.x:372;6.x-2.x:211;7.x-1.x:10172;7.x-2.x:14;8.x-1.x:3000;8.x-2.x:2100
coffee_zymphonies_theme	1.0.x:54
erf	2.0.x:8
untranslated_content_message	1.0.x:2
tacjs_pianoanalytics	1.1.x:1
force_users_logout	2.0.x:5754;8.x-1.x:1
ief_popup	2.0.x:4;2.1.x:21;2.2.x:384;8.x-1.x:9
grouped_checkboxes	1.0.x:42
purge_akamai_optimizer	2.0.x:35
paragraphs_form_block	2.0.x:3
omnisend	1.1.x:2
library_attach	1.0.x:116;7.x-1.x:36
lazy_image_style	3.0.x:67;8.x-2.x:14
simple_crawler	1.0.x:60
monolog_elasticsearch_date_processor	1.0.x:26;2.0.x:2
switch_theme	1.0.x:1;1.1.x:2;1.2.x:1;1.3.x:7
codepen	8.x-1.x:6
picked_fresh	1.0.x:5
ai_provider_deepl	1.0.x:128
icon_select	2.0.x:80;2.1.x:9;3.0.x:1540;8.x-1.x:18
content_language_access	2.0.x:723;7.x-1.x:6;8.x-1.x:111
tft	3.0.x:159;3.2.x:258;7.x-1.x:164;8.x-1.x:121
ebt_accordion	1.2.x:1;1.3.x:6;1.4.x:232
l10n_tools	1.0.x:180
fsa	2.5.x:1;2.8.x:167
tmgmt_webt	1.0.x:56
linky	2.0.x:81;8.x-1.x:10
better_links	2.1.x:9;8.x-1.x:9
smart_ip_locale_redirect	2.0.x:8
great_zymphonies_theme	2.0.x:33;3.0.x:7;8.x-1.x:130
lightning_scheduler	8.x-1.x:2152
ex_icons	8.x-1.x:319
ckeditor_browser_context_menu	7.x-1.x:3;8.x-1.x:121
tmgmt_acclaro	8.x-1.x:15
adsense_consent	1.0.x:4;7.x-1.x:5
commerce_pesapal	1.0.x:4
normalize_and_validate	1.0.x:2
ai_interpolator_dreamstudio	1.0.x:1
key_value_field	8.x-1.x:2056
key_asymmetric	1.1.x:66;1.2.x:1295
hts	1.0.x:151
computed_breadcrumbs	1.0.x:1;1.1.x:8;1.2.x:108
posse_post	1.0.x:7
views_attributes	1.0.x:46
field_autovalue	8.x-1.x:33
yg_glow	2.0.x:18;8.x-1.x:20
views_flexible_pager	8.x-1.x:12
custom_site_under_maintenance_title	1.0.x:1
youtubechannel	6.x-1.x:7;7.x-2.x:319;8.x-3.x:316
facebook_block	1.0.x:92
flexistyle_dxp	1.0.x:35
supported_image	1.0.x:5
peertube	2.0.x:78
planyo_reservation_system	6.x-2.x:1;8.x-1.x:28
copy_field_value	1.0.x:17
taxonomy_class	1.0.x:665
loqate	2.1.x:21;3.0.x:417;8.x-1.x:3
html_lang_override	1.0.x:12
salesforce_eca	1.0.x:3
rest_translation	1.0.x:6
entity_embed	7.x-1.x:22;7.x-2.x:220;7.x-3.x:87;8.x-1.x:65813
social_api	3.0.x:268;3.1.x:1266;4.0.x:3598;4.1.x:282;8.x-1.x:53;8.x-2.x:481
layout_options	8.x-1.x:1773
passwordless	2.0.x:93;7.x-1.x:42;8.x-1.x:18
group_media_library	1.0.x:8;2.0.x:31;2.1.x:11
standwithukraine	3.0.x:3
paragraphs_collapsible	8.x-1.x:1498
commerce_combine_carts	8.x-1.x:1206
lockr	4.0.x:28;5.0.x:83;7.x-2.x:3;7.x-3.x:5;8.x-3.x:5
virtual_tour	2.0.x:8;3.0.x:30;8.x-1.x:4
ckeditor_citation	1.0.x:18
improvements	7.x-1.x:3
term_reference_change	2.0.x:5527;2.x:2;8.x-1.x:220
whoops	2.0.x:42;8.x-1.x:16
adobe_captivate	2.0.x:19
gclid	1.0.x:2
rawdebug	1.0.x:9
elasticsearch_aws_connector	7.x-5.x:1;8.x-5.x:7;8.x-7.x:8;8.x-8.x:140
domain_role_sync	1.0.x:1
access_conditions_field_group	8.x-1.x:1
yandex_smartcaptcha	1.0.x:47
webform_deter	2.0.x:31;2.1.x:611
webform_error_field	1.1.x:2
system_messages_override	1.0.x:232
block_visibility_column	1.0.x:69
social_geolocation	2.2.x:5;2.4.x:1;2.5.x:9;3.0.x:5;8.x-1.x:5
microsoft_clarity	1.0.x:4;1.1.x:185
scorm_field	1.0.x:75;2.0.x:8
commerce_shipping_pickup_api	1.0.x:44
views_accordion_foundation	2.0.x:34
draggable_dashboard	8.x-1.x:76;8.x-2.x:440
advanced_gutenberg_blocks	1.0.x:77
config_share	8.x-1.x:19
distro_helper	1.0.x:18
rocketship_powerbi_embed	1.0.x:17
anonymous_author	1.3.x:12
tfa_headless	2.2.x:4
copyright_block	2.0.x:751;7.x-1.x:9;7.x-2.x:1688;8.x-1.x:213
tax_number	1.0.x:20
uikit_views	1.1.x:5;1.2.x:18
testimonials_block	1.0.x:5;1.1.x:6
telega	8.x-1.x:4
wordpress_migrate	7.x-2.x:522;8.x-3.x:890
usercentrics_cmp	1.0.x:38
external_entities_field_processors	1.0.x:2
trial_role	2.0.x:1
lazy	4.0.x:8149;7.x-1.x:719;8.x-1.x:38;8.x-2.x:79;8.x-3.x:2389
commerce_cart_flyout	8.x-1.x:892
dmb	1.0.x:2
remp	2.0.x:1
visitors	3.0.x:75;6.x-0.x:5;6.x-1.x:28;7.x-0.x:2;7.x-1.x:2206;7.x-2.x:67;8.x-2.x:3221
eu_cookie_compliance_matomo	1.0.x:1603
redirect_after_logout	2.0.x:262;7.x-1.x:262;8.x-1.x:183
yandex_yml	8.x-1.x:78
intercept_base	2.0.x:49;8.x-1.x:1
disable_drupal_login	1.0.x:20
ownid	1.0.x:7
tmdb_integration	1.0.x:5
ajax_requirement	2.0.x:43
utilikit	1.0.x:19
bring_postal_code	8.x-1.x:4
visual_debugger	1.0.x:4
ai_interpolator_post_ob_processor	1.0.x:1
eps	1.0.x:1;1.1.x:1
content_templates	1.0.x:9;1.1.x:21;1.2.x:456
webhook_receiver	1.1.x:4;2.0.x:134
xframe_allow_webvisor	8.x-1.x:101
simple_social_share	1.0.x:88
paragraph_instances	1.0.x:58
wawesome	1.0.x:6
moosend_ems	1.1.x:1
something_went_wrong	2.0.x:5
breakpoint_field	1.0.x:2
insert_view_adv	2.0.x:1785;8.x-1.x:81
rtz	2.0.x:197;8.x-1.x:4
slim_select	1.0.x:58
sketchfab	8.x-1.x:22
view_tempstore_clear	1.0.x:6
entity_usage	8.x-1.x:5;8.x-2.x:57857
collapsiblock	3.0.x:213;4.0.x:61;4.1.x:168;4.2.x:18;4.3.x:361;4.4.x:3222;6.x-1.x:39;7.x-1.x:899;7.x-2.x:378;8.x-2.x:73
tiny_slider	1.0.x:52;1.1.x:892
flush_single_image	3.0.x:22;8.x-1.x:2;8.x-2.x:301
ckeditor5_inline_quote	1.0.x:6;1.1.x:165
survey_ai	1.0.x:1
convene_theme	1.2.x:460
media_export_files	1.0.x:6
openai_seo	1.0.x:3
password_eye	2.0.x:120;2.1.x:137;2.2.x:679;8.x-1.x:209
rut	7.x-1.x:59;8.x-1.x:87
one_time_key_auth	2.0.x:40
awareness	2.0.x:19
message_digest	7.x-1.x:172;8.x-1.x:625
ecoindex	1.0.x:30
commerce_otpsp	3.0.x:9;8.x-2.x:13
quick_node_status_toggler	1.0.x:1
gtm	8.x-1.x:6380
purge_purger_http	8.x-1.x:1869
disable_login	1.1.x:1547;7.x-1.x:7
pdf_metadata	1.0.x:182
sfc	8.x-1.x:33
facets_autocomplete	2.0.x:4;2.1.x:12;2.2.x:282
eca_condition	1.0.x:2;2.0.x:18
pp_taxonomy_manager	2.0.x:16;7.x-1.x:8
layout_paragraphs	1.0.x:511;2.0.x:2417;2.1.x:12680;3.0.x:1186
fb_social_plugins	1.1.x:3;1.2.x:64
commerce_datatrans	2.0.x:13;2.1.x:7;2.2.x:58;7.x-1.x:6;8.x-1.x:9
langfuse	1.0.x:3
meaofd	1.0.x:322;1.1.x:1833;1.2.x:588
config_override_core_fields	3.0.x:17;4.0.x:1201;8.x-1.x:3
editor_note	7.x-1.x:80;8.x-1.x:324
external_script_sri	1.0.x:204
search_api_daterange_filter	1.0.x:70
commerce_klarna_checkout	3.0.x:4;7.x-1.x:9;8.x-2.x:56
flipdown	1.0.x:27
ai_webform_sentiment	1.0.x:3
opigno_catalog	3.0.x:60;3.1.x:62;3.2.x:271;8.x-1.x:122
group_by_field_widget	1.2.x:235
disable_login_by_domain	1.1.x:27;1.2.x:124
path_alias_length	1.0.x:64
geolocation_map_links	1.0.x:19
google_analytics_search_api_autocomplete	8.x-1.x:13
simple_sitemap_hidden_language	2.0.x:6
search_api_best_bets	2.0.x:256;3.0.x:371;8.x-1.x:1
cache_pilot	1.0.x:7
aria_current	8.x-1.x:106
data_count	1.0.x:45
update_notifications_disable	2.0.x:37;7.x-1.x:1
field_pager	2.0.x:20;8.x-1.x:3
augmentor_openai_gpt3	1.0.x:19
tabtamer	2.0.x:653;2.x:1;6.x-1.x:52;7.x-1.x:3888
pm_carousel	1.0.x:27
views_sort_length	1.0.x:13;1.x:6
iyzipay	2.0.x:11;8.x-1.x:3
plausible	2.0.x:13;2.1.x:166;2.2.x:549
l10n_update_bundled	2.0.x:1;2.1.x:2;2.2.x:6;7.x-1.x:17
oembed_providers	1.1.x:74;2.0.x:72;2.1.x:928;2.2.x:9346;2.x:3
next	1.1.x:1;1.2.x:16;1.3.x:1;1.4.x:2;1.6.x:1192;2.0.x:1302;2.1.x:817
webform_anonymous_submission	1.0.x:97
jsonld_simple	1.0.x:9;7.x-1.x:2
pdf_api	2.0.x:83;2.1.x:35;2.2.x:93;2.3.x:69;2.4.x:2454;8.x-1.x:137
media_library_importer	1.0.x:109;2.0.x:84;2.1.x:565
exif	5.x-1.x:1;6.x-1.x:4;7.x-1.x:236;8.x-1.x:453;8.x-2.x:330
whatsapp_button	1.0.x:139
localgov_demo	3.1.x:120
image_compare	1.0.x:89
guesthouse_lite	8.x-1.x:81
eca_external_workflows	1.0.x:4
akamai	4.0.x:10;4.1.x:35;5.0.x:558;5.1.x:2452;7.x-2.x:10;8.x-3.x:10
media_entity_file_redirect	8.x-1.x:756
menu_link_sync	8.x-1.x:3
theme_compiler	2.0.x:1866;3.1.x:2
siteimprove	2.0.x:2144;3.0.x:4963;7.x-1.x:100;8.x-1.x:78
csp_log	1.0.x:2054
animatecss	1.0.x:46;1.1.x:484
domain_config_pages	1.0.x:214
facets_range_nouislider	1.0.x:30
user_node_access	2.0.x:18
ipma_weather	8.x-1.x:8
augmentor_nlpcloud	1.0.x:6
config_readonly_menu_ui	8.x-1.x:183
y_branch_menu	1.0.x:27;1.1.x:97
responsive_layout_builder	2.1.x:8;2.2.x:33;8.x-1.x:1
birthday_block	1.0.x:3
administerusersbyrole_custom_actions	1.0.x:2
recurring_task	1.0.x:2
timeline_styles	2.0.x:2
ckeditor_bs_grid	2.0.x:2629;2.1.x:1385;2.2.x:1810;8.x-1.x:25
entity_reference_unpublished	2.0.x:2507;8.x-1.x:113
session_management	1.0.x:264;1.1.x:152
search_api_solr_schema_check	1.0.x:102
navigation_blocks	8.x-1.x:99
permission_watchdog	2.0.x:18;2.1.x:67;7.x-1.x:18
commerce_zones	1.0.x:58
multilingual_plus	1.0.x:51
zuvi	10.1.x:54;10.2.x:121;11.0.x:188;8.1.x:94;8.x-1.x:20
workflows_diagram	1.0.x:56
smssystem	1.0.x:9;1.1.x:35
personified	1.0.x:8
file_mdm_pdf	1.0.x:6
commerce_usaepay	2.0.x:4;7.x-1.x:9;8.x-1.x:12
entity_switcher	8.x-1.x:2
clip	1.1.x:1
enum_field	1.0.x:4;1.2.x:15;1.3.x:373
laces	1.2.x:4;2.3.x:8
social_auth_buttons	1.0.x:8
simple_content_migration_via_cron	1.1.x:3
block_exclude_pages	2.0.x:944;2.1.x:1844;2.2.x:4624;7.x-1.x:46;8.x-1.x:237
recently_read	7.x-2.x:6;7.x-3.x:374;8.x-1.x:906
ai_interpolator	1.0.x:86
sucuri_cache	1.0.x:2
diff_plus	1.0.x:6;1.1.x:424
audio_embed_field	10.0.x:7;11.0.x:14;11.1.x:71;8.x-1.x:14;8.x-2.x:51
install_profile_generator	4.0.x:22
avatar_field_formatter	2.0.x:35
basket_paypal	1.0.x:7;1.1.x:17
entity_reference_field_autocomplete_filter	1.0.x:17
chosen	3.0.x:7728;4.0.x:14956;5.0.x:9806;6.x-1.x:26;7.x-1.x:462;7.x-2.x:8632;8.x-2.x:1787
page_load_progress	2.0.x:380;7.x-1.x:95;8.x-1.x:124
pianoanalytics	1.0.x:5;2.1.x:2;2.3.x:15;2.4.x:1
ept_stats	1.4.x:88
inotherwords	3.0.x:63
users_account_modal	1.0.x:2
search_api_solr	4.0.x:6;4.1.x:610;4.2.x:1769;4.3.x:46199;4.x:9;7.x-1.x:5135;8.x-1.x:325;8.x-2.x:49;8.x-3.x:177
media_contextual_crop	1.0.x:2;1.1.x:2;1.2.x:18;2.0.x:4;2.1.x:326
suggestion	3.0.x:16;4.0.x:2;4.1.x:168;4.2.x:2;7.x-1.x:22;8.x-1.x:8;8.x-2.x:12
ymca_sync	10.0.x:32;11.0.x:23
signature	5.x-1.x:4;8.x-1.x:30
multiple_definition_files	8.x-1.x:29
drupacle	2.0.x:27
msl	1.0.x:12
maintenance200	7.x-1.x:306;8.x-1.x:80;8.x-2.x:1146
ahrefs	1.0.x:15
hyvortalk	1.0.x:1
views_fieldsets	4.0.x:7024;7.x-1.x:365;7.x-2.x:7448;8.x-3.x:2800
examples	3.0.x:77;4.0.x:436;6.x-1.x:1;7.x-1.x:267;8.x-1.x:60
term_glossary	3.0.x:13;4.0.x:1;4.1.x:7;4.2.x:5;4.4.x:92;4.5.x:117;8.x-1.x:1
watchdog_file	2.0.x:119
iframe_video	1.0.x:33
views_default_user_taxonomy	2.0.x:13;7.x-1.x:25
jumper	2.0.x:10;8.x-1.x:19
patterncss	1.0.x:9
block_aria_landmark_roles	2.0.x:95;3.0.x:3432;7.x-1.x:32;7.x-2.x:85;8.x-1.x:120
pillarshield	1.0.x:1
imce	3.0.x:8985;3.1.x:64772;3.x:1;5.x-1.x:41;6.x-1.x:505;6.x-2.x:2714;7.x-1.x:84449;7.x-2.x:2426;8.x-1.x:5137;8.x-2.x:14842
iframe	3.0.x:6024;6.x-1.x:64;7.x-1.x:1551;8.x-1.x:477;8.x-2.x:5645
graphql_compose_fragments	1.0.x:190;2.0.x:1
config_overlay	2.5.x:38;8.x-1.x:6
images_optimizer	2.0.x:25;3.0.x:1;8.x-1.x:5
registration_role	2.0.x:4882;5.x-1.x:4;6.x-1.x:7;7.x-1.x:654;8.x-1.x:728
toc_filter	7.x-1.x:170;8.x-2.x:3121
reset_password_email_otp	1.0.x:24
commerce_tip	1.0.x:9
liveblog	2.0.x:9;8.x-1.x:10
wistia	8.x-1.x:396
filesandfolders	2.0.x:2
entity_class_formatter	2.0.x:4723;8.x-1.x:668
purge_queues	2.0.x:9;2.1.x:3821;8.x-1.x:22
acquia_claro	1.3.x:22;1.4.x:1813;1.x:1
sticky_local_tasks	1.0.x:38;2.0.x:275
sticky_sharrre_bar	7.x-1.x:4;8.x-1.x:1
stop_spam_regs	2.0.x:1;7.x-1.x:61;8.x-1.x:1
entity_iterator	1.1.x:2
twig_extensions	8.x-1.x:8;8.x-2.x:392
vault_auth_approle	2.0.x:376
tmgmt_memsource	7.x-1.x:3;8.x-1.x:341
link_iframe_formatter	2.1.x:195;7.x-1.x:274;8.x-1.x:5
entity_view_redirect	1.0.x:79
views_filter_select	1.0.x:531
module_cleanup	1.0.x:217
replaywebpage	1.0.x:18
sharerich	2.0.x:9;7.x-2.x:51;7.x-3.x:2;8.x-1.x:27
layout_paragraphs_restrictions	2.1.x:720
drowl_admin_dashboard	2.0.x:39;3.0.x:7
ssch	1.0.x:5;2.0.x:31
decor	1.0.x:2
video_embed_spotify	2.0.x:68;8.x-1.x:74
adc_block	1.0.x:23
proc	10.1.x:13
huggingface	1.0.x:4
jquery_ui_accordion	2.0.x:3650;2.1.x:47774;2.x:5;8.x-1.x:5415
commerce_feeds	7.x-1.x:2749;8.x-1.x:1364
book_navigation_block	1.0.x:140
vimeo_player	1.0.x:16
components	3.0.x:3966;3.1.x:10729;3.2.x:23830;3.x:5;8.x-1.x:805;8.x-2.x:2340
recurring_events	2.0.x:732;3.0.x:34;8.x-1.x:5
migrate_boost	1.0.x:411;2.0.x:33
oidc_mcpf	1.0.x:31;2.0.x:21
commerce_recurring	7.x-2.x:401;8.x-1.x:1071
commerce_quantity_increments	3.0.x:72;8.x-2.x:6
media_twig_tools	1.0.x:1;2.1.x:5;3.0.x:32
admin_content_notification	7.x-2.x:32;8.x-2.x:6;8.x-3.x:291;8.x-4.x:1122
group_permissions_template	1.0.x:1;2.0.x:15
prevent_homepage_deletion	2.0.x:1311;3.0.x:2584;8.x-1.x:62
semanticviews	3.0.x:178;3.1.x:2789;6.x-1.x:147;7.x-1.x:4628;8.x-2.x:807
graphql_webform	2.0.x:79;8.x-1.x:36
start_end_year_only	1.0.x:11
number_in_word	1.0.x:2
webform_openfisca	1.1.x:2
responsive_menu	4.1.x:25;4.2.x:12;4.3.x:19;4.4.x:6982;5.0.x:830;7.x-1.x:20;7.x-2.x:244;7.x-3.x:452;8.x-2.x:598;8.x-3.x:13
simple_pass_reset	2.0.x:552;7.x-1.x:890;8.x-1.x:2288
h5p	2.0.x:2101;7.x-1.x:726;8.x-1.x:327
views_rows_wrapper	7.x-1.x:53;8.x-1.x:46;8.x-2.x:570
content_sync	3.0.x:294;4.0.x:329;8.x-2.x:282
ordered_list	7.x-1.x:11;8.x-1.x:92
bibcite_altmetric	2.0.x:13
virtual_select	1.0.x:3
moderated_content_bulk_publish	2.0.x:7231;3.0.x:3116;8.x-1.x:11
entity_reference_quantity	3.0.x:39;3.1.x:208;8.x-1.x:51;8.x-2.x:29
eck_status_field	1.0.x:16
image_style_usage	1.0.x:12
webform_portuguese_nif	1.0.x:12
sms_netgsm	1.0.x:3
login_onlyemail	2.0.x:243;7.x-1.x:53;8.x-1.x:30
drowl_header_slides	4.1.x:16;5.0.x:1
config_uuid_deterministic	1.0.x:8
maintenance_notifier	1.0.x:8
simple_wysiwyg	1.0.x:4
media_bulk_upload	3.0.x:14509;8.x-1.x:878
ckeditor_bootstrap_grid	2.0.x:672;3.0.x:3;8.x-1.x:620
tealiumiq	8.x-1.x:71;8.x-2.x:136
twicpics	1.0.x:6
contact_optional_outgoing_mail	2.1.x:5
acquia_connector	3.0.x:105;4.0.x:592;4.1.x:17059;6.x-1.x:3;6.x-2.x:4;7.x-1.x:3;7.x-2.x:31;7.x-3.x:205;7.x-4.x:1389;8.x-1.x:18
ldap_sso_auth	8.x-2.x:128
commerce_donation_flow	1.0.x:10;1.1.x:4;1.2.x:63
nouislider_better_exposed_filters	1.0.x:50
dialogs	8.x-1.x:22
linkychecker	2.0.x:3;2.2.x:19
commerce_easy	1.0.x:15
ts_dx	1.0.x:5
tmgmt_ilangl	8.x-2.x:2
clientside_validation	3.0.x:873;4.0.x:1305;4.1.x:15340;6.x-1.x:33;7.x-1.x:3344;7.x-2.x:102;8.x-1.x:164;8.x-2.x:128
address_static_map	1.0.x:2;1.1.x:73;2.0.x:25
notifier	3.0.x:18
media_entity_carto	8.x-2.x:11
ckeditor_pattern_replace	1.1.x:1;1.2.x:4
mediaelement	2.0.x:459;7.x-1.x:3075;8.x-1.x:34
acquia_contenthub	3.3.x:4;3.4.x:70;3.5.x:3;3.7.x:14;3.8.x:136;3.9.x:297;8.x-1.x:119;8.x-2.x:48
lb_cards	1.1.x:2;2.0.x:9;2.1.x:46;2.2.x:17;3.0.x:43
advance_script_manager	1.0.x:45
entity_workflow	2.0.x:29
email_notifications	1.0.x:3
eb	1.0.x:1
statistics	1.0.x:5980;1.x:13
assignments_hootsuite	4.3.x:6
menu_condition	8.x-1.x:1534
replicate_unpublish	3.0.x:574;4.0.x:10
webform_remote_fields	1.0.x:4;2.0.x:31
commerce_paybox_payment	1.0.x:20
thermometer	2.0.x:12;7.x-1.x:11;8.x-1.x:1
cacheexclude	2.0.x:657;2.1.x:1328;6.x-2.x:110;7.x-2.x:1325;8.x-1.x:224
ui_styles	8.x-1.x:1486
pet	6.x-1.x:1;7.x-1.x:182;8.x-1.x:8;8.x-4.x:678
security_analysis	3.0.x:9
color_field_from_image	1.0.x:3
formfactorykits	2.0.x:1;2.1.x:1
standalone	2.0.x:2;7.x-1.x:1;8.x-1.x:4
send_request	8.x-1.x:1
module_missing_message_fixer	2.0.x:1822;7.x-1.x:17919;8.x-1.x:450
file_encrypt	2.0.x:22;8.x-1.x:211
child_entity	2.0.x:5
rocketstar	1.0.x:2
openid_connect	2.0.x:144;2.x:7;3.0.x:21786;3.x:39;7.x-1.x:824;8.x-1.x:6248
commerce_purchasable_entity	1.0.x:207
bootstrap_storybook	3.2.x:70
entity_body_class	2.0.x:54
google_pagespeed_report	1.0.x:1
delete_all	2.0.x:307;2.x:1;3.0.x:1156;6.x-1.x:10;7.x-1.x:1499;8.x-1.x:136
countries_info	2.0.x:489;8.x-1.x:161
twig_svg	2.0.x:65;8.x-1.x:80
optionset	1.0.x:10
mailgroup	2.0.x:1;2.1.x:8
ratatouille	1.0.x:4
double_reference	2.0.x:12;8.x-1.x:4
